sample_id,image,group_id,reviewer_id,decision,nuisance_tags,distance,angle,lighting,cleanliness,notes
db2b3b093deed664aeb2b2ae77a0c0499031bdd95a91e7c1b65d4f28efbfa254,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00120.jpg,hitl_parts_00120,,,,,,,,
77d84f84a018cd32ccb31593cf802ac9904e0d99cf1765c94e5d9fbad9910bb6,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00584.jpg,hitl_parts_00584,,,,,,,,
a732ec18e433c8ff7475121d41f6b0c4cc72b78c40eaafafde4e1e71d9d563c1,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00649.jpg,hitl_parts_00649,,,,,,,,
0c064225746cbac75280c38ccee823da7245cd6fda0c9bc591482aa3c5d0bee7,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00281.jpg,hitl_parts_00281,,,,,,,,
0ff3f661f943cb84fe39d12245e190d413d9ce6ee0ccbda0206fce14b3d8376d,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00909.jpg,hitl_parts_00909,,,,,,,,
730acbd5001383f6559700f7eba5d9abf64ab199bc27199d61d37577ae3133fd,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00307.jpg,hitl_parts_00307,,,,,,,,
9a785ca730fdb4f4133ad9eafce28041e054a5d11ead1055adebea0ea4e20b39,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00221.jpg,hitl_parts_00221,,,,,,,,
10a7452d3c2b9ca2e37fca3db3c6ae202d9f89fdd813991a8b5918d670c11164,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00713.jpg,hitl_parts_00713,,,,,,,,
b5fd98e527fd2c2a00210db1b8638067a18a73b5a15a40d1643a8429b3092a04,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00712.jpg,hitl_parts_00712,,,,,,,,
2b1d7b324546d89dded2a1015cd1e689492c71ce909d2d54213a342fbb00e8f3,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00046.jpg,hitl_parts_00046,,,,,,,,
8feb0067ad92c47b94fcc90040a338996472483ac0d2df5a01a8feb121266101,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00742.jpg,hitl_parts_00742,,,,,,,,
b6c9d4d9a3dc0fb6951fe09ca2244daec207a6396c5773dfdb4cbe86dd140930,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00360.jpg,hitl_parts_00360,,,,,,,,
6957e0274325b36cfb41a830e23296f105f9a91aba4ce61fea308d291d540f1a,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00668.jpg,hitl_parts_00668,,,,,,,,
f49d793989b9093cb36874a56395e11dedacd23305207a571b04beb1e00e0f4f,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00180.jpg,hitl_parts_00180,,,,,,,,
2b6deedaa3945c8d064d2c3eaa69917cd83f2d8408b84df86ee024b405e551b6,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00921.jpg,hitl_parts_00921,,,,,,,,
8ffa626e413b675884d0c777771657adb9c18401c8e62f9b6b0dde1329158070,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00139.jpg,hitl_parts_00139,,,,,,,,
541b323d5f84963937f5948b250b5237d2e25018a60b5bb2fe537c930735aa77,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00567.jpg,hitl_parts_00567,,,,,,,,
49523a67f6703ff299432feae6278592a0d5531a1d298e34aabf3a6c9ec4a495,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00831.jpg,hitl_parts_00831,,,,,,,,
2c581fb60c8ea6f6a0f49024df3d8efa045947bd3e20ac6e45955d1937aaf091,C:\Users\root\Desktop\car model\data\hitl_parts_cc0\images\hitl_parts_00121.jpg,hitl_parts_00121,,,,,,,,
